experiment_id`tdataset_name`tmeta_seed`tbudget_k`tconfig_path`toutput_root`tgroup_name
r19_r23c_jobs_seed789_k19	jobs	789	19	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed789_k19.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed789/k19	round19_round23_collection_repeat40
r19_r23c_jobs_seed789_k20	jobs	789	20	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed789_k20.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed789/k20	round19_round23_collection_repeat40
r19_r23c_jobs_seed789_k21	jobs	789	21	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed789_k21.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed789/k21	round19_round23_collection_repeat40
r19_r23c_jobs_seed789_k22	jobs	789	22	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed789_k22.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed789/k22	round19_round23_collection_repeat40
r19_r23c_jobs_seed800_k18	jobs	800	18	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed800_k18.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed800/k18	round19_round23_collection_repeat40
r19_r23c_jobs_seed800_k19	jobs	800	19	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed800_k19.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed800/k19	round19_round23_collection_repeat40
r19_r23c_jobs_seed800_k20	jobs	800	20	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed800_k20.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed800/k20	round19_round23_collection_repeat40
r19_r23c_jobs_seed800_k21	jobs	800	21	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed800_k21.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed800/k21	round19_round23_collection_repeat40
r19_r23c_jobs_seed800_k22	jobs	800	22	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed800_k22.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed800/k22	round19_round23_collection_repeat40
r19_r23c_jobs_seed900_k18	jobs	900	18	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed900_k18.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed900/k18	round19_round23_collection_repeat40
r19_r23c_jobs_seed900_k19	jobs	900	19	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed900_k19.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed900/k19	round19_round23_collection_repeat40
